order_id,customer_lat,customer_lon,distance_to_customer_KM,weight_in_kg,order_price,delivery_fee,cluster_label,delivery_allocation_order
ORDX01041,13.0291,77.6047,1.111,12.1,713.0,15.042309,2,53
ORDY09611,12.977,77.5773,1.176,12.5,477.5,11.5125611,2,54
ORDC01406,12.9766,77.5993,1.335,9.33,140.1,13.7004279,2,55
ORDI05755,12.9766,77.5993,1.996,7.5,146.25,14.1146913,2,56
ORDA00541,12.9713,77.6401,1.253,7.11,349.0,13.6194111,0,57
ORDI01734,12.9691,77.75,1.469,9.75,591.0,13.6396211,0,58
ORDK00617,12.9551,77.6593,1.336,9.43,447.0,14.641555,0,59
ORDJ09112,12.9635,77.5121,1.361,12.1,671.4,12.2471249,2,60
ORDB10435,12.9147,77.5491,1.537,12.1,317.0,11.2715913,2,61
ORDJ02127,12.9335,77.5691,1.191,6.75,411.0,11.6212159,2,62
ORDC03940,13.0067,77.545,1.435,11.35,505.0,13.7969573,2,63
ORDC10724,12.977,77.5773,1.369,13.6,172.2,13.7219271,2,64
ORDX05142,12.9149,77.5635,1.532,9.6,121.0,14.9394176,2,65
ORDX10162,12.9121,77.6131,1.527,10.4,416.0,17.2310451,0,66
ORDJ03175,12.9691,77.75,1.531,5.9,1007.0,12.3003371,0,67
ORDK01314,12.9766,77.5993,1.536,11.25,406.75,15.02011,2,68
ORDA03219,12.9041,77.6121,1.363,13.53,152.0,15.6190219,0,69
ORDX01764,13.0417,77.5923,1.317,11.2,447.0,17.1065012,2,70
ORDZ06221,12.915,77.5533,1.163,14.1,651.4,12.1193115,2,71
ORDZ04401,13.0626,77.5214,1.535,9.6,129.75,12.4061731,2,72
ORDI03430,12.9757,77.5516,1.496,7.06,1149.5,15.3627071,2,73
ORDB07990,12.1145,77.6036,1.411,19.1,765.0,13.7411552,1,74
ORDB07090,12.977,77.5773,1.111,16.0,341.0,14.2154555,2,75
ORDC07906,12.915,77.5533,1.513,2.2,146.0,14.9221664,2,76
ORDC05669,12.9713,77.6401,1.459,16.44,714.6,14.3279936,0,77
ORDB05520,12.9691,77.75,1.109,12.5,109.0,12.154006,0,78
ORDC10546,13.0641,77.5931,1.194,9.1,556.4,13.9259144,2,79
ORDZ04443,13.0626,77.5214,1.14,13.53,435.75,13.1546143,2,80
ORDJ03571,13.0223,77.7132,1.059,16.2,611.1,11.7095053,0,81
ORDB04429,13.0067,77.545,1.5,15.3,110.1,13.7553302,2,82
ORDI06296,12.9217,77.5936,1.447,12.3,411.0,13.1062973,0,83
ORDI06376,13.0151,77.539,1.422,6.3,211.0,13.1759001,2,84
ORDY05310,12.9343,77.6044,1.067,15.2,272.0,12.5690699,0,85
ORDC07751,12.9662,77.6061,1.37,16.0,926.0,15.037344,0,86
ORDI00709,12.9431,77.5731,1.445,19.2,495.2,15.7590292,2,87
ORDZ02913,12.9551,77.6593,1.322,6.42,665.5,16.6264136,0,88
ORDA09614,13.0019,77.5713,1.975,9.5,225.0,14.4501267,2,89
ORDJ02934,12.977,77.5773,1.139,14.5,523.5,12.245413,2,90
ORDX04290,12.9119,77.5741,1.211,5.35,46.4,14.3069329,2,91
ORDX02361,12.977,77.5773,1.224,12.51,703.0,15.3733067,2,92
ORDB01909,12.9306,77.5434,1.497,9.94,1007.0,12.3992991,2,93
