order_id,customer_lat,customer_lon,distance_to_customer_KM,weight_in_kg,order_price,delivery_fee,cluster_label,delivery_allocation_order
ORDY04650,13.0151,77.539,17.117,262.0,910.2,15.0111436,0,126
ORDB07311,13.0641,77.5931,20.561,406.75,926.6,14.9313111,0,127
ORDC09967,12.9337,77.59,16.131,396.25,315.0,14.0755401,0,128
ORDZ01105,12.9251,77.4992,20.636,317.0,654.0,17.1317111,0,129
ORDX03960,13.0641,77.5931,15.437,391.2,341.0,17.3402712,0,130
ORDB07552,13.102,77.5164,17.167,343.75,291.0,13.9472134,0,131
ORDK05124,12.977,77.5773,15.264,153.75,220.5,14.5777191,0,132
ORDC01645,13.0206,77.6479,16.136,453.0,441.0,16.2240101,2,133
ORDJ06365,13.0626,77.5214,24.402,170.0,496.1,14.4910424,0,134
ORDI07065,12.9635,77.5121,20.644,441.0,477.0,13.2652261,0,135
ORDA09142,12.9335,77.5691,19.705,101.5,222.25,13.5441015,0,136
ORDJ10666,12.9343,77.6044,16.1162,131.5,346.5,12.051911,2,137
ORDI01304,12.977,77.5773,15.311,261.7,711.0,17.1256966,0,138
ORDI03952,13.0417,77.5923,22.011,245.6,211.0,14.5464905,0,139
ORDZ05661,12.9766,77.5993,20.644,295.0,453.0,15.9260971,0,140
ORDB01126,12.9442,77.6076,16.751,170.0,477.5,13.0211603,2,141
ORDY06714,12.977,77.5773,17.771,305.75,374.0,13.3274752,0,142
ORDK01922,12.9431,77.5731,19.213,505.0,295.0,15.2576469,0,143
ORDY10955,12.9713,77.6401,15.475,401.0,11.0,13.7300246,2,144
ORDX11029,12.9537,77.6176,19.263,513.1,1096.0,16.956541,2,145
ORDC10665,12.1145,77.6036,15.453,119.0,16.0,14.1346102,1,146
ORDZ01573,12.9154,77.7011,17.624,611.1,417.25,15.7517494,2,147
ORDJ01202,12.9337,77.59,19.241,534.0,673.0,14.2152541,0,148
ORDB06167,12.9925,77.5633,23.114,141.0,1004.0,12.151759,0,149
ORDJ01617,12.9369,77.6407,19.491,124.0,245.5,12.9211911,2,150
ORDJ02766,13.0734,77.5464,24.774,142.0,194.0,13.4511553,0,151
ORDX10950,12.1911,77.5764,19.317,124.0,641.75,15.5143943,1,152
ORDJ00107,12.1134,77.5416,16.146,111.2,467.0,13.2610711,1,153
ORDY00013,12.912,77.6256,24.749,800.1,391.2,14.2074779,2,154
ORDA01713,13.0417,77.5923,16.556,110.1,222.25,17.2956395,0,155
ORDA09472,12.9691,77.75,21.204,201.25,459.0,11.1164372,2,156
ORDY00092,13.0291,77.6047,21.36,431.1,461.25,13.5923762,0,157
ORDJ03262,13.0019,77.5713,16.713,411.5,102.0,13.2913019,0,158
ORDY04259,12.9261,77.6221,15.502,620.1,721.0,12.6230162,2,159
ORDJ03240,12.9561,77.5921,22.062,109.0,213.25,13.4651463,0,160
ORDA00506,13.0151,77.539,15.953,117.25,222.5,15.2511161,0,161
ORDI09137,12.977,77.5773,19.722,391.2,219.0,13.3139313,0,162
ORDJ00051,12.9337,77.59,20.567,146.0,299.0,15.2422607,0,163
ORDB01126,12.9691,77.75,24.674,329.0,155.0,14.719071,2,164
ORDJ04942,12.9343,77.6044,20.109,477.5,693.0,14.6997715,2,165
ORDY05796,13.0131,77.5177,16.6161,496.0,317.5,14.3236016,0,166
ORDJ04735,12.9343,77.6044,16.136,313.0,222.0,11.1614637,2,167
ORDA01360,12.9561,77.5921,16.254,210.25,493.0,14.3135267,0,168
ORDY07355,12.9551,77.6593,15.963,110.25,160.5,12.6615511,2,169
ORDY01512,12.9766,77.5993,19.667,703.0,909.4,11.9471113,0,170
ORDB09050,12.9261,77.6221,16.1162,560.0,639.0,15.0304535,2,171
ORDI04042,12.9041,77.6121,20.133,720.1,345.75,7.9110613,2,172
ORDB04425,13.0206,77.6479,16.754,310.0,411.5,13.3034763,2,173
ORDK00252,12.9147,77.5491,22.01,614.0,466.75,7.1171234,0,174
ORDI02137,12.9925,77.5633,16.251,100.1,469.25,13.9163301,0,175
ORDZ02471,12.1145,77.6036,19.447,260.5,441.0,17.1147613,1,176
ORDJ04312,12.9335,77.5691,16.551,151.5,574.1,13.0790119,0,177
ORDI01924,12.9431,77.5731,23.114,172.2,495.5,14.9242594,0,178
ORDJ03714,13.0503,77.5529,15.5,225.0,517.5,13.0797154,0,179
ORDX07570,12.991,77.6227,20.717,597.1,993.5,11.012712,2,180
ORDB04651,13.0206,77.6479,17.762,626.0,199.0,14.3597133,2,181
ORDA10341,12.9691,77.75,20.699,115.0,1264.0,17.6041164,2,182
ORDB01510,12.9121,77.6131,19.315,244.75,321.5,6.1411354,2,183
ORDZ05591,12.977,77.5773,24.409,447.0,172.2,16.4426605,0,184
ORDA00149,12.9561,77.5921,20.673,724.5,1051.6,16.6347494,0,185
ORDC05512,12.9299,77.6141,15.3157,495.5,634.4,14.6731079,2,186
ORDI02372,12.9691,77.75,19.311,654.2,313.5,16.494771,2,187
ORDC01940,12.9337,77.59,15.331,110.1,311.5,14.2423113,0,188
ORDZ03555,12.915,77.5533,16.172,529.0,260.5,16.4622977,0,189
ORDI07301,13.0151,77.539,17.715,626.2,193.2,15.2519272,0,190
ORDJ04015,13.0166,77.6104,15.442,693.0,534.0,12.7061191,0,191
ORDK09531,12.9343,77.6044,16.5316,290.0,597.1,11.3973016,2,192
ORDY06609,12.9343,77.6044,16.205,411.0,409.0,11.5315203,2,193
ORDZ01027,12.1911,77.5764,17.611,420.0,313.5,13.7503674,1,194
ORDB04420,12.9565,77.5414,17.74,537.0,136.5,11.1926969,0,195
ORDX07192,12.977,77.5773,15.26,192.1,914.5,15.1717516,0,196
ORDB01337,12.9261,77.6221,19.361,262.0,145.0,14.3943656,2,197
ORDY10716,13.0012,77.5995,16.635,623.0,731.5,15.4457917,0,198
