order_id,customer_lat,customer_lon,distance_to_customer_KM,weight_in_kg,order_price,delivery_fee,cluster_label,delivery_allocation_order
ORDX00951,12.977,77.5773,6.412,84.1,413.4,12.0071776,0,100
ORDI10411,13.0151,77.539,13.663,74.5,345.0,13.4091256,0,101
ORDK01476,12.9105,77.4142,5.509,83.4,90.25,10.0741652,0,102
ORDC06035,12.991,77.6227,9.99,77.5,379.75,15.0163795,2,103
ORDZ09416,12.9713,77.6401,13.136,55.42,542.5,15.4017163,2,104
ORDX00173,12.9147,77.5491,6.761,99.2,451.0,14.2725907,0,105
ORDY07315,12.991,77.6227,11.012,57.1,742.6,12.960151,2,106
ORDA09213,12.9967,77.7512,5.574,99.55,154.5,12.6124911,2,107
ORDY07570,12.9217,77.5936,7.347,71.4,1041.0,11.2670122,2,108
ORDJ05410,12.977,77.5773,6.711,75.3,757.5,12.0190907,0,109
ORDK10003,12.977,77.5773,5.941,81.11,693.0,12.9005737,0,110
ORDX07523,12.977,77.5773,7.23,69.4,319.75,6.2356593,0,111
ORDJ02242,12.1193,77.6399,11.117,99.0,529.0,14.0417197,1,112
ORDX09672,12.9261,77.6221,5.03,60.0,113.0,12.0747214,2,113
ORDJ00517,12.1193,77.6399,11.751,75.43,290.0,12.2937166,1,114
ORDJ07146,12.9662,77.6061,11.195,54.5,305.25,12.6939971,2,115
ORDX04232,13.0151,77.539,7.261,71.01,747.5,14.3632216,0,116
ORDK10505,12.977,77.5773,7.113,75.3,1246.0,13.6913111,0,117
ORDX05140,12.9369,77.6407,14.72,94.1,124.0,15.2116093,2,118
ORDB00054,13.014,77.5651,11.55,53.5,603.0,13.3256975,0,119
ORDX01370,12.915,77.5533,5.774,89.82,631.0,13.7210744,0,120
ORDC05056,13.0019,77.5713,14.706,96.0,292.5,15.0790717,0,121
ORDA07199,12.9154,77.7011,6.117,71.51,292.4,12.4606201,2,122
ORDX06240,12.915,77.5533,6.617,76.45,441.0,11.172106,0,123
ORDY01751,12.915,77.5533,9.005,74.1,304.4,14.5454169,0,124
ORDB01125,12.977,77.5773,9.915,90.4,413.0,14.7156225,0,125
ORDJ07906,13.0019,77.5713,7.433,62.34,431.1,11.1522715,0,126
ORDB04900,12.977,77.5773,11.115,66.75,312.0,13.0567256,0,127
ORDK07699,12.9713,77.6401,13.926,62.4,967.0,17.1741315,2,128
ORDK09014,12.9041,77.6121,6.721,70.25,273.0,11.5091316,2,129
ORDA01706,12.977,77.5773,11.519,92.15,596.0,15.1424116,0,130
ORDJ01415,13.0103,77.5796,9.016,62.6,629.6,12.5002697,0,131
ORDI03630,12.9121,77.6131,11.759,71.21,991.5,16.2514019,2,132
ORDK10757,12.1145,77.6036,13.926,61.3,629.6,17.6193746,1,133
ORDI00911,12.9442,77.6076,10.617,71.21,1005.1,13.1624291,2,134
ORDX00051,12.9635,77.5121,14.732,91.16,534.0,14.9012051,0,135
ORDI00731,13.0103,77.5796,9.19,73.5,943.0,17.2551997,0,136
ORDK01499,12.9713,77.6401,14.732,92.1,431.1,10.1356371,2,137
ORDA03651,12.9119,77.6446,12.1,60.7,269.0,14.2029375,2,138
ORDY03592,12.9261,77.6221,9.005,90.2,1022.5,13.3165755,2,139
ORDC06994,12.9706,77.6529,7.311,70.5,151.5,15.4552096,2,140
ORDA04049,12.1145,77.6036,12.711,81.3,497.5,12.9016119,1,141
ORDI04767,12.9119,77.6446,7.001,50.5,651.6,12.2026107,2,142
ORDI09569,12.977,77.5773,11.141,62.6,432.5,17.3535262,0,143
ORDZ00431,12.9041,77.6121,6.359,96.2,353.1,12.1160092,2,144
ORDC09301,12.9147,77.5491,9.935,100.0,450.0,17.1707736,0,145
ORDC06114,13.0641,77.5931,9.106,82.1,575.0,17.1316633,0,146
ORDI04730,13.0223,77.7132,11.636,97.75,727.0,16.5014101,2,147
ORDZ09411,12.1145,77.6036,6.32,74.75,313.0,11.5256473,1,148
ORDI03023,12.915,77.5533,11.111,61.5,497.25,17.0509951,0,149
ORDC01534,12.9261,77.6221,11.572,92.7,307.4,16.2094291,2,150
ORDI05319,12.9706,77.6529,6.737,94.3,1465.5,12.5330991,2,151
ORDX02919,12.1911,77.5764,7.277,84.3,343.75,14.3377039,1,152
ORDB09030,13.0206,77.6479,11.601,91.5,329.0,13.1462191,2,153
ORDC01161,12.1145,77.6036,11.137,100.0,653.0,13.3175905,1,154
ORDK06042,12.9261,77.6221,13.149,93.26,393.0,15.0047241,2,155
ORDY06174,12.9306,77.5434,12.769,51.4,912.0,13.2149144,0,156
ORDX06053,12.9306,77.5434,6.651,94.6,505.0,13.509067,0,157
ORDA05332,12.9442,77.6076,5.499,75.5,492.2,11.1152322,2,158
ORDK09621,12.9217,77.5936,6.151,97.5,924.5,13.3152901,2,159
ORDK01211,13.102,77.5164,12.656,91.6,131.5,15.1963591,0,160
ORDK09347,13.0626,77.5214,6.166,92.5,952.6,14.9552361,0,161
ORDI02411,12.977,77.5773,6.947,74.44,665.5,12.9960719,0,162
ORDB07524,12.9713,77.6401,11.111,60.5,619.1,13.2646614,2,163
ORDJ07352,12.977,77.5773,11.02,52.0,447.6,14.6047634,0,164
ORDA05239,13.0206,77.6479,11.621,51.6,1063.5,14.4961714,2,165
ORDX06434,12.9037,77.5376,9.065,85.1,176.5,13.7254449,0,166
ORDA03560,12.9337,77.59,6.62,90.2,156.25,14.5313902,0,167
ORDA04943,12.9706,77.6529,6.454,93.6,201.25,11.1457566,2,168
ORDI03942,12.9337,77.59,11.754,92.9,546.1,14.0900431,0,169
ORDX06990,13.0103,77.5796,7.263,66.45,351.25,16.9541611,0,170
ORDB05963,13.0103,77.5796,11.112,61.1,654.2,14.15219,0,171
ORDB01170,12.9155,77.5135,9.091,85.3,15.0,14.5931197,0,172
ORDY05159,12.9261,77.6221,11.603,91.2,391.5,13.694454,2,173
ORDZ05434,12.912,77.6256,11.177,92.0,232.5,17.0133017,2,174
ORDJ07641,13.0219,77.54,9.941,77.0,595.5,14.0995113,0,175
ORDI02460,12.9149,77.5635,9.014,61.6,270.0,16.0373434,0,176
ORDC02966,12.977,77.5773,9.601,75.43,210.25,12.5411764,0,177
ORDA04776,12.9119,77.5741,6.536,99.1,115.0,13.6354519,0,178
ORDC04911,12.9565,77.5414,7.01,52.1,305.75,12.6710044,0,179
ORDJ01359,12.9967,77.7512,12.659,94.1,163.0,10.4256535,2,180
ORDA04419,12.9691,77.75,5.504,84.3,496.0,10.9592019,2,181
ORDI01704,12.9757,77.5516,6.711,70.5,111.0,14.403146,0,182
ORDX09591,13.0012,77.5995,7.006,51.35,141.0,13.0657079,0,183
ORDY04451,12.991,77.6227,9.059,65.59,255.0,13.3117213,2,184
ORDA02930,12.9925,77.5633,9.975,72.25,119.0,12.2711155,0,185
ORDY05016,12.1911,77.5764,9.919,58.6,394.75,14.239701,1,186
ORDK00361,12.9299,77.6141,11.577,51.1,211.5,15.2563366,2,187
